,cluster,Sentences Count
0,0,594
1,1,941
2,2,679
3,3,1019
4,4,1630
5,5,1336
6,6,1130
7,7,1545
8,8,1064
9,9,1987
10,10,1356
11,11,828
12,12,1226
13,13,1538
14,14,761
15,15,1586
16,16,1087
17,17,336
18,18,161
19,19,449
