,cluster,Sentences Count
0,0,25
1,1,31
2,2,21
3,3,46
4,4,82
5,5,1
6,6,22
7,7,83
8,8,14
9,9,21
10,10,45
11,11,44
12,12,43
13,13,2
14,14,20
15,15,25
16,16,27
17,17,35
18,18,1
19,19,4
20,20,58
21,21,21
22,22,22
23,23,23
24,24,25
25,25,6
26,26,4
27,27,52
28,28,60
29,29,57
30,30,13
31,31,23
32,32,19
33,33,32
34,34,34
35,35,33
36,36,9
37,37,56
38,38,62
39,39,9
40,40,18
41,41,41
42,42,25
43,43,52
44,44,1
45,45,32
46,46,14
47,47,25
48,48,33
49,49,17
